"","pathogens","Quant","Sample","type"
"366","Adenovirus 40/41",NA,"CSTOOL_SN_062_R2","CSTOOL"
"367","Giardia duodenalis",NA,"CSTOOL_SN_062_R2","CSTOOL"
"368","E. coli/ Shigella",NA,"CSTOOL_SN_062_R2","CSTOOL"
"369","Ascaris",NA,"CSTOOL_SN_062_R2","CSTOOL"
"370","ETEC-LT",NA,"CSTOOL_SN_062_R2","CSTOOL"
"371","Necator americanus",NA,"CSTOOL_SN_062_R2","CSTOOL"
"372","Norovirus GI",NA,"CSTOOL_SN_062_R2","CSTOOL"
"373","Norovirus GII",NA,"CSTOOL_SN_062_R2","CSTOOL"
"374","Rotavirus A",NA,"CSTOOL_SN_062_R2","CSTOOL"
"375","Shigella flexneri 6",NA,"CSTOOL_SN_062_R2","CSTOOL"
"376","EHEC 0157H7",NA,"CSTOOL_SN_062_R2","CSTOOL"
"377","STEC",NA,"CSTOOL_SN_062_R2","CSTOOL"
"378","Salmonella typhi",NA,"CSTOOL_SN_062_R2","CSTOOL"
"379","Clostridium difficile",NA,"CSTOOL_SN_062_R2","CSTOOL"
"380","Vibrio cholerae",NA,"CSTOOL_SN_062_R2","CSTOOL"
"381","Trichuris",NA,"CSTOOL_SN_062_R2","CSTOOL"
"382","Salmonella enterica",NA,"CSTOOL_SN_062_R2","CSTOOL"
"383","Total E. coli",9338729.15688385,"CSTOOL_SN_062_R2","CSTOOL"
"384","Helicobacter pylori",NA,"CSTOOL_SN_062_R2","CSTOOL"
"385","EIEC",NA,"CSTOOL_SN_062_R2","CSTOOL"
"386","Enterovirus",NA,"CSTOOL_SN_052_R2","CSTOOL"
"387","EAEC",NA,"CSTOOL_SN_052_R2","CSTOOL"
"388","Ancyclostoma duodenale",NA,"CSTOOL_SN_052_R2","CSTOOL"
"389","Aeromonas",NA,"CSTOOL_SN_052_R2","CSTOOL"
"390","EPEC",NA,"CSTOOL_SN_052_R2","CSTOOL"
"391","Bacteroides fragilis",NA,"CSTOOL_SN_052_R2","CSTOOL"
"392","Campylobacter coli/jejuni",NA,"CSTOOL_SN_052_R2","CSTOOL"
"393","Astrovirus",NA,"CSTOOL_SN_052_R2","CSTOOL"
"394","Cyclospora cayetanesis",NA,"CSTOOL_SN_052_R2","CSTOOL"
"395","C hominis",4883.7846488202,"CSTOOL_SN_052_R2","CSTOOL"
"396","Cryptosporidium spp.",NA,"CSTOOL_SN_052_R2","CSTOOL"
"397","C parvum",NA,"CSTOOL_SN_052_R2","CSTOOL"
"398","Stongyloides stercoralis",NA,"CSTOOL_SN_052_R2","CSTOOL"
"399","E. histolytica",NA,"CSTOOL_SN_052_R2","CSTOOL"
"400","ETEC-ST",NA,"CSTOOL_SN_052_R2","CSTOOL"
"401","Adenovirus 40/41",NA,"CSTOOL_SN_052_R2","CSTOOL"
"402","Giardia duodenalis",NA,"CSTOOL_SN_052_R2","CSTOOL"
"403","E. coli/ Shigella",NA,"CSTOOL_SN_052_R2","CSTOOL"
"404","Ascaris",NA,"CSTOOL_SN_052_R2","CSTOOL"
"405","ETEC-LT",NA,"CSTOOL_SN_052_R2","CSTOOL"
"406","Necator americanus",NA,"CSTOOL_SN_052_R2","CSTOOL"
"407","Norovirus GI",NA,"CSTOOL_SN_052_R2","CSTOOL"
"408","Norovirus GII",NA,"CSTOOL_SN_052_R2","CSTOOL"
"409","Rotavirus A",NA,"CSTOOL_SN_052_R2","CSTOOL"
"410","Shigella flexneri 6",NA,"CSTOOL_SN_052_R2","CSTOOL"
"411","EHEC 0157H7",NA,"CSTOOL_SN_052_R2","CSTOOL"
"412","STEC",NA,"CSTOOL_SN_052_R2","CSTOOL"
"413","Salmonella typhi",4883.7846488202,"CSTOOL_SN_052_R2","CSTOOL"
"414","Clostridium difficile",NA,"CSTOOL_SN_052_R2","CSTOOL"
"415","Vibrio cholerae",NA,"CSTOOL_SN_052_R2","CSTOOL"
"416","Trichuris",NA,"CSTOOL_SN_052_R2","CSTOOL"
"417","Salmonella enterica",NA,"CSTOOL_SN_052_R2","CSTOOL"
"418","Total E. coli",57674.0833117176,"CSTOOL_SN_052_R2","CSTOOL"
"419","Helicobacter pylori",NA,"CSTOOL_SN_052_R2","CSTOOL"
"420","EIEC",NA,"CSTOOL_SN_052_R2","CSTOOL"
"421","Enterovirus",NA,"CSTOOL_TS_135_R2","CSTOOL"
"422","EAEC",NA,"CSTOOL_TS_135_R2","CSTOOL"
"423","Ancyclostoma duodenale",NA,"CSTOOL_TS_135_R2","CSTOOL"
"424","Aeromonas",NA,"CSTOOL_TS_135_R2","CSTOOL"
"425","EPEC",NA,"CSTOOL_TS_135_R2","CSTOOL"
"426","Bacteroides fragilis",NA,"CSTOOL_TS_135_R2","CSTOOL"
"427","Campylobacter coli/jejuni",NA,"CSTOOL_TS_135_R2","CSTOOL"
"428","Astrovirus",NA,"CSTOOL_TS_135_R2","CSTOOL"
"429","Cyclospora cayetanesis",NA,"CSTOOL_TS_135_R2","CSTOOL"
"430","C hominis",NA,"CSTOOL_TS_135_R2","CSTOOL"
"431","Cryptosporidium spp.",NA,"CSTOOL_TS_135_R2","CSTOOL"
"432","C parvum",NA,"CSTOOL_TS_135_R2","CSTOOL"
"433","Stongyloides stercoralis",NA,"CSTOOL_TS_135_R2","CSTOOL"
"434","E. histolytica",NA,"CSTOOL_TS_135_R2","CSTOOL"
"435","ETEC-ST",NA,"CSTOOL_TS_135_R2","CSTOOL"
"436","Adenovirus 40/41",NA,"CSTOOL_TS_135_R2","CSTOOL"
"437","Giardia duodenalis",NA,"CSTOOL_TS_135_R2","CSTOOL"
"438","E. coli/ Shigella",NA,"CSTOOL_TS_135_R2","CSTOOL"
"439","Ascaris",NA,"CSTOOL_TS_135_R2","CSTOOL"
"440","ETEC-LT",NA,"CSTOOL_TS_135_R2","CSTOOL"
"441","Necator americanus",NA,"CSTOOL_TS_135_R2","CSTOOL"
"442","Norovirus GI",NA,"CSTOOL_TS_135_R2","CSTOOL"
"443","Norovirus GII",NA,"CSTOOL_TS_135_R2","CSTOOL"
"444","Rotavirus A",NA,"CSTOOL_TS_135_R2","CSTOOL"
"445","Shigella flexneri 6",NA,"CSTOOL_TS_135_R2","CSTOOL"
"446","EHEC 0157H7",NA,"CSTOOL_TS_135_R2","CSTOOL"
"447","STEC",NA,"CSTOOL_TS_135_R2","CSTOOL"
"448","Salmonella typhi",NA,"CSTOOL_TS_135_R2","CSTOOL"
"449","Clostridium difficile",NA,"CSTOOL_TS_135_R2","CSTOOL"
"450","Vibrio cholerae",NA,"CSTOOL_TS_135_R2","CSTOOL"
"451","Trichuris",NA,"CSTOOL_TS_135_R2","CSTOOL"
"452","Salmonella enterica",NA,"CSTOOL_TS_135_R2","CSTOOL"
"453","Total E. coli",26016960.3546693,"CSTOOL_TS_135_R2","CSTOOL"
"454","Helicobacter pylori",NA,"CSTOOL_TS_135_R2","CSTOOL"
"455","EIEC",NA,"CSTOOL_TS_135_R2","CSTOOL"
"456","Enterovirus",10964.9271764014,"CSTOOL_TS_142_R1","CSTOOL"
"457","EAEC",NA,"CSTOOL_TS_142_R1","CSTOOL"
"458","Ancyclostoma duodenale",NA,"CSTOOL_TS_142_R1","CSTOOL"
"459","Aeromonas",NA,"CSTOOL_TS_142_R1","CSTOOL"
"460","EPEC",NA,"CSTOOL_TS_142_R1","CSTOOL"
"461","Bacteroides fragilis",NA,"CSTOOL_TS_142_R1","CSTOOL"
"462","Campylobacter coli/jejuni",NA,"CSTOOL_TS_142_R1","CSTOOL"
"463","Astrovirus",NA,"CSTOOL_TS_142_R1","CSTOOL"
"464","Cyclospora cayetanesis",NA,"CSTOOL_TS_142_R1","CSTOOL"
"465","C hominis",NA,"CSTOOL_TS_142_R1","CSTOOL"
"466","Cryptosporidium spp.",NA,"CSTOOL_TS_142_R1","CSTOOL"
"467","C parvum",NA,"CSTOOL_TS_142_R1","CSTOOL"
"468","Stongyloides stercoralis",NA,"CSTOOL_TS_142_R1","CSTOOL"
"469","E. histolytica",NA,"CSTOOL_TS_142_R1","CSTOOL"
"470","ETEC-ST",NA,"CSTOOL_TS_142_R1","CSTOOL"
"471","Adenovirus 40/41",NA,"CSTOOL_TS_142_R1","CSTOOL"
"472","Giardia duodenalis",33353.0647591747,"CSTOOL_TS_142_R1","CSTOOL"
"473","E. coli/ Shigella",NA,"CSTOOL_TS_142_R1","CSTOOL"
"474","Ascaris",NA,"CSTOOL_TS_142_R1","CSTOOL"
"475","ETEC-LT",1114862.03576988,"CSTOOL_TS_142_R1","CSTOOL"
"476","Necator americanus",NA,"CSTOOL_TS_142_R1","CSTOOL"
"477","Norovirus GI",NA,"CSTOOL_TS_142_R1","CSTOOL"
"478","Norovirus GII",NA,"CSTOOL_TS_142_R1","CSTOOL"
"479","Rotavirus A",NA,"CSTOOL_TS_142_R1","CSTOOL"
"480","Shigella flexneri 6",NA,"CSTOOL_TS_142_R1","CSTOOL"
"481","EHEC 0157H7",NA,"CSTOOL_TS_142_R1","CSTOOL"
"482","STEC",NA,"CSTOOL_TS_142_R1","CSTOOL"
"483","Salmonella typhi",NA,"CSTOOL_TS_142_R1","CSTOOL"
"484","Clostridium difficile",NA,"CSTOOL_TS_142_R1","CSTOOL"
"485","Vibrio cholerae",NA,"CSTOOL_TS_142_R1","CSTOOL"
"486","Trichuris",NA,"CSTOOL_TS_142_R1","CSTOOL"
"487","Salmonella enterica",NA,"CSTOOL_TS_142_R1","CSTOOL"
"488","Total E. coli",2299201.3616384,"CSTOOL_TS_142_R1","CSTOOL"
"489","Helicobacter pylori",NA,"CSTOOL_TS_142_R1","CSTOOL"
"490","EIEC",NA,"CSTOOL_TS_142_R1","CSTOOL"
"491","Enterovirus",44355.5304795471,"CSTOOL_TS_150_R2","CSTOOL"
"492","EAEC",NA,"CSTOOL_TS_150_R2","CSTOOL"
"493","Ancyclostoma duodenale",NA,"CSTOOL_TS_150_R2","CSTOOL"
"494","Aeromonas",NA,"CSTOOL_TS_150_R2","CSTOOL"
"495","EPEC",NA,"CSTOOL_TS_150_R2","CSTOOL"
"496","Bacteroides fragilis",NA,"CSTOOL_TS_150_R2","CSTOOL"
"497","Campylobacter coli/jejuni",NA,"CSTOOL_TS_150_R2","CSTOOL"
"498","Astrovirus",NA,"CSTOOL_TS_150_R2","CSTOOL"
"499","Cyclospora cayetanesis",NA,"CSTOOL_TS_150_R2","CSTOOL"
"500","C hominis",NA,"CSTOOL_TS_150_R2","CSTOOL"
"501","Cryptosporidium spp.",NA,"CSTOOL_TS_150_R2","CSTOOL"
"502","C parvum",NA,"CSTOOL_TS_150_R2","CSTOOL"
"503","Stongyloides stercoralis",NA,"CSTOOL_TS_150_R2","CSTOOL"
"504","E. histolytica",NA,"CSTOOL_TS_150_R2","CSTOOL"
"505","ETEC-ST",NA,"CSTOOL_TS_150_R2","CSTOOL"
"506","Adenovirus 40/41",NA,"CSTOOL_TS_150_R2","CSTOOL"
"507","Giardia duodenalis",NA,"CSTOOL_TS_150_R2","CSTOOL"
"508","E. coli/ Shigella",NA,"CSTOOL_TS_150_R2","CSTOOL"
"509","Ascaris",NA,"CSTOOL_TS_150_R2","CSTOOL"
"510","ETEC-LT",NA,"CSTOOL_TS_150_R2","CSTOOL"
"511","Necator americanus",NA,"CSTOOL_TS_150_R2","CSTOOL"
"512","Norovirus GI",NA,"CSTOOL_TS_150_R2","CSTOOL"
"513","Norovirus GII",NA,"CSTOOL_TS_150_R2","CSTOOL"
"514","Rotavirus A",NA,"CSTOOL_TS_150_R2","CSTOOL"
"515","Shigella flexneri 6",NA,"CSTOOL_TS_150_R2","CSTOOL"
"516","EHEC 0157H7",NA,"CSTOOL_TS_150_R2","CSTOOL"
"517","STEC",NA,"CSTOOL_TS_150_R2","CSTOOL"
"518","Salmonella typhi",NA,"CSTOOL_TS_150_R2","CSTOOL"
"519","Clostridium difficile",NA,"CSTOOL_TS_150_R2","CSTOOL"
"520","Vibrio cholerae",NA,"CSTOOL_TS_150_R2","CSTOOL"
"521","Trichuris",NA,"CSTOOL_TS_150_R2","CSTOOL"
"522","Salmonella enterica",NA,"CSTOOL_TS_150_R2","CSTOOL"
"523","Total E. coli",96989.0239505892,"CSTOOL_TS_150_R2","CSTOOL"
"524","Helicobacter pylori",NA,"CSTOOL_TS_150_R2","CSTOOL"
"525","EIEC",NA,"CSTOOL_TS_150_R2","CSTOOL"
"526","Enterovirus",NA,"CSTOOL_SN_034_R1","CSTOOL"
"527","EAEC",NA,"CSTOOL_SN_034_R1","CSTOOL"
"528","Ancyclostoma duodenale",NA,"CSTOOL_SN_034_R1","CSTOOL"
"529","Aeromonas",NA,"CSTOOL_SN_034_R1","CSTOOL"
"530","EPEC",NA,"CSTOOL_SN_034_R1","CSTOOL"
"531","Bacteroides fragilis",NA,"CSTOOL_SN_034_R1","CSTOOL"
"532","Campylobacter coli/jejuni",NA,"CSTOOL_SN_034_R1","CSTOOL"
"533","Astrovirus",NA,"CSTOOL_SN_034_R1","CSTOOL"
"534","Cyclospora cayetanesis",NA,"CSTOOL_SN_034_R1","CSTOOL"
"535","C hominis",NA,"CSTOOL_SN_034_R1","CSTOOL"
"536","Cryptosporidium spp.",NA,"CSTOOL_SN_034_R1","CSTOOL"
"537","C parvum",NA,"CSTOOL_SN_034_R1","CSTOOL"
"538","Stongyloides stercoralis",NA,"CSTOOL_SN_034_R1","CSTOOL"
"539","E. histolytica",NA,"CSTOOL_SN_034_R1","CSTOOL"
"540","ETEC-ST",NA,"CSTOOL_SN_034_R1","CSTOOL"
"541","Adenovirus 40/41",NA,"CSTOOL_SN_034_R1","CSTOOL"
"542","Giardia duodenalis",NA,"CSTOOL_SN_034_R1","CSTOOL"
"543","E. coli/ Shigella",NA,"CSTOOL_SN_034_R1","CSTOOL"
"544","Ascaris",NA,"CSTOOL_SN_034_R1","CSTOOL"
"545","ETEC-LT",NA,"CSTOOL_SN_034_R1","CSTOOL"
"546","Necator americanus",NA,"CSTOOL_SN_034_R1","CSTOOL"
"547","Norovirus GI",NA,"CSTOOL_SN_034_R1","CSTOOL"
"548","Norovirus GII",NA,"CSTOOL_SN_034_R1","CSTOOL"
"549","Rotavirus A",NA,"CSTOOL_SN_034_R1","CSTOOL"
"550","Shigella flexneri 6",NA,"CSTOOL_SN_034_R1","CSTOOL"
"551","EHEC 0157H7",NA,"CSTOOL_SN_034_R1","CSTOOL"
"552","STEC",NA,"CSTOOL_SN_034_R1","CSTOOL"
"553","Salmonella typhi",NA,"CSTOOL_SN_034_R1","CSTOOL"
"554","Clostridium difficile",NA,"CSTOOL_SN_034_R1","CSTOOL"
"555","Vibrio cholerae",NA,"CSTOOL_SN_034_R1","CSTOOL"
"556","Trichuris",NA,"CSTOOL_SN_034_R1","CSTOOL"
"557","Salmonella enterica",NA,"CSTOOL_SN_034_R1","CSTOOL"
"558","Total E. coli",264.542199409719,"CSTOOL_SN_034_R1","CSTOOL"
"559","Helicobacter pylori",NA,"CSTOOL_SN_034_R1","CSTOOL"
"560","EIEC",NA,"CSTOOL_SN_034_R1","CSTOOL"
"561","Enterovirus",5966.36666525784,"CSTOOL_TS_151_R1","CSTOOL"
"562","EAEC",9420.59932114727,"CSTOOL_TS_151_R1","CSTOOL"
"563","Ancyclostoma duodenale",NA,"CSTOOL_TS_151_R1","CSTOOL"
"564","Aeromonas",NA,"CSTOOL_TS_151_R1","CSTOOL"
"565","EPEC",1041723.37579933,"CSTOOL_TS_151_R1","CSTOOL"
"566","Bacteroides fragilis",NA,"CSTOOL_TS_151_R1","CSTOOL"
"567","Campylobacter coli/jejuni",NA,"CSTOOL_TS_151_R1","CSTOOL"
"568","Astrovirus",NA,"CSTOOL_TS_151_R1","CSTOOL"
"569","Cyclospora cayetanesis",NA,"CSTOOL_TS_151_R1","CSTOOL"
"570","C hominis",NA,"CSTOOL_TS_151_R1","CSTOOL"
"571","Cryptosporidium spp.",NA,"CSTOOL_TS_151_R1","CSTOOL"
"572","C parvum",NA,"CSTOOL_TS_151_R1","CSTOOL"
"573","Stongyloides stercoralis",NA,"CSTOOL_TS_151_R1","CSTOOL"
"574","E. histolytica",NA,"CSTOOL_TS_151_R1","CSTOOL"
"575","ETEC-ST",NA,"CSTOOL_TS_151_R1","CSTOOL"
"576","Adenovirus 40/41",NA,"CSTOOL_TS_151_R1","CSTOOL"
"577","Giardia duodenalis",NA,"CSTOOL_TS_151_R1","CSTOOL"
"578","E. coli/ Shigella",NA,"CSTOOL_TS_151_R1","CSTOOL"
"579","Ascaris",NA,"CSTOOL_TS_151_R1","CSTOOL"
"580","ETEC-LT",NA,"CSTOOL_TS_151_R1","CSTOOL"
"581","Necator americanus",NA,"CSTOOL_TS_151_R1","CSTOOL"
"582","Norovirus GI",NA,"CSTOOL_TS_151_R1","CSTOOL"
"583","Norovirus GII",NA,"CSTOOL_TS_151_R1","CSTOOL"
"584","Rotavirus A",NA,"CSTOOL_TS_151_R1","CSTOOL"
"585","Shigella flexneri 6",NA,"CSTOOL_TS_151_R1","CSTOOL"
"586","EHEC 0157H7",NA,"CSTOOL_TS_151_R1","CSTOOL"
"587","STEC",NA,"CSTOOL_TS_151_R1","CSTOOL"
"588","Salmonella typhi",NA,"CSTOOL_TS_151_R1","CSTOOL"
"589","Clostridium difficile",NA,"CSTOOL_TS_151_R1","CSTOOL"
"590","Vibrio cholerae",NA,"CSTOOL_TS_151_R1","CSTOOL"
"591","Trichuris",NA,"CSTOOL_TS_151_R1","CSTOOL"
"592","Salmonella enterica",NA,"CSTOOL_TS_151_R1","CSTOOL"
"593","Total E. coli",3319687.57450947,"CSTOOL_TS_151_R1","CSTOOL"
"594","Helicobacter pylori",NA,"CSTOOL_TS_151_R1","CSTOOL"
"595","EIEC",NA,"CSTOOL_TS_151_R1","CSTOOL"
"596","Enterovirus",205662.213449694,"CSTOOL_SN_043_R1","CSTOOL"
"597","EAEC",NA,"CSTOOL_SN_043_R1","CSTOOL"
"598","Ancyclostoma duodenale",NA,"CSTOOL_SN_043_R1","CSTOOL"
"599","Aeromonas",NA,"CSTOOL_SN_043_R1","CSTOOL"
"600","EPEC",NA,"CSTOOL_SN_043_R1","CSTOOL"
"601","Bacteroides fragilis",NA,"CSTOOL_SN_043_R1","CSTOOL"
"602","Campylobacter coli/jejuni",NA,"CSTOOL_SN_043_R1","CSTOOL"
"603","Astrovirus",NA,"CSTOOL_SN_043_R1","CSTOOL"
"604","Cyclospora cayetanesis",NA,"CSTOOL_SN_043_R1","CSTOOL"
"605","C hominis",NA,"CSTOOL_SN_043_R1","CSTOOL"
"606","Cryptosporidium spp.",NA,"CSTOOL_SN_043_R1","CSTOOL"
"607","C parvum",NA,"CSTOOL_SN_043_R1","CSTOOL"
"608","Stongyloides stercoralis",NA,"CSTOOL_SN_043_R1","CSTOOL"
"609","E. histolytica",NA,"CSTOOL_SN_043_R1","CSTOOL"
"610","ETEC-ST",NA,"CSTOOL_SN_043_R1","CSTOOL"
"611","Adenovirus 40/41",NA,"CSTOOL_SN_043_R1","CSTOOL"
"612","Giardia duodenalis",NA,"CSTOOL_SN_043_R1","CSTOOL"
"613","E. coli/ Shigella",NA,"CSTOOL_SN_043_R1","CSTOOL"
"614","Ascaris",NA,"CSTOOL_SN_043_R1","CSTOOL"
"615","ETEC-LT",NA,"CSTOOL_SN_043_R1","CSTOOL"
"616","Necator americanus",NA,"CSTOOL_SN_043_R1","CSTOOL"
"617","Norovirus GI",NA,"CSTOOL_SN_043_R1","CSTOOL"
"618","Norovirus GII",1342097.88582617,"CSTOOL_SN_043_R1","CSTOOL"
"619","Rotavirus A",NA,"CSTOOL_SN_043_R1","CSTOOL"
"620","Shigella flexneri 6",NA,"CSTOOL_SN_043_R1","CSTOOL"
"621","EHEC 0157H7",NA,"CSTOOL_SN_043_R1","CSTOOL"
"622","STEC",NA,"CSTOOL_SN_043_R1","CSTOOL"
"623","Salmonella typhi",NA,"CSTOOL_SN_043_R1","CSTOOL"
"624","Clostridium difficile",NA,"CSTOOL_SN_043_R1","CSTOOL"
"625","Vibrio cholerae",NA,"CSTOOL_SN_043_R1","CSTOOL"
"626","Trichuris",NA,"CSTOOL_SN_043_R1","CSTOOL"
"627","Salmonella enterica",NA,"CSTOOL_SN_043_R1","CSTOOL"
"628","Total E. coli",291273.082264581,"CSTOOL_SN_043_R1","CSTOOL"
"629","Helicobacter pylori",NA,"CSTOOL_SN_043_R1","CSTOOL"
"630","EIEC",NA,"CSTOOL_SN_043_R1","CSTOOL"
"631","Enterovirus",297.896822161837,"CHCKNF_TS_111_MN","CHCKNF"
"632","EAEC",NA,"CHCKNF_TS_111_MN","CHCKNF"
"633","Ancyclostoma duodenale",NA,"CHCKNF_TS_111_MN","CHCKNF"
"634","Aeromonas",NA,"CHCKNF_TS_111_MN","CHCKNF"
"635","EPEC",444.633478519199,"CHCKNF_TS_111_MN","CHCKNF"
"636","Bacteroides fragilis",NA,"CHCKNF_TS_111_MN","CHCKNF"
"637","Campylobacter coli/jejuni",NA,"CHCKNF_TS_111_MN","CHCKNF"
"638","Astrovirus",NA,"CHCKNF_TS_111_MN","CHCKNF"
"639","Cyclospora cayetanesis",NA,"CHCKNF_TS_111_MN","CHCKNF"
"640","C hominis",NA,"CHCKNF_TS_111_MN","CHCKNF"
"641","Cryptosporidium spp.",NA,"CHCKNF_TS_111_MN","CHCKNF"
"642","C parvum",NA,"CHCKNF_TS_111_MN","CHCKNF"
"643","Stongyloides stercoralis",NA,"CHCKNF_TS_111_MN","CHCKNF"
"644","E. histolytica",NA,"CHCKNF_TS_111_MN","CHCKNF"
"645","ETEC-ST",1202.30741182533,"CHCKNF_TS_111_MN","CHCKNF"
"646","Adenovirus 40/41",NA,"CHCKNF_TS_111_MN","CHCKNF"
"647","Giardia duodenalis",2804.23749774642,"CHCKNF_TS_111_MN","CHCKNF"
"648","E. coli/ Shigella",NA,"CHCKNF_TS_111_MN","CHCKNF"
"649","Ascaris",NA,"CHCKNF_TS_111_MN","CHCKNF"
"650","ETEC-LT",NA,"CHCKNF_TS_111_MN","CHCKNF"
"651","Necator americanus",NA,"CHCKNF_TS_111_MN","CHCKNF"
"652","Norovirus GI",NA,"CHCKNF_TS_111_MN","CHCKNF"
"653","Norovirus GII",NA,"CHCKNF_TS_111_MN","CHCKNF"
"654","Rotavirus A",NA,"CHCKNF_TS_111_MN","CHCKNF"
"655","Shigella flexneri 6",NA,"CHCKNF_TS_111_MN","CHCKNF"
"656","EHEC 0157H7",NA,"CHCKNF_TS_111_MN","CHCKNF"
"657","STEC",NA,"CHCKNF_TS_111_MN","CHCKNF"
"658","Salmonella typhi",NA,"CHCKNF_TS_111_MN","CHCKNF"
"659","Clostridium difficile",NA,"CHCKNF_TS_111_MN","CHCKNF"
"660","Vibrio cholerae",NA,"CHCKNF_TS_111_MN","CHCKNF"
"661","Trichuris",NA,"CHCKNF_TS_111_MN","CHCKNF"
"662","Salmonella enterica",855.678766383957,"CHCKNF_TS_111_MN","CHCKNF"
"663","Total E. coli",28353726.0699686,"CHCKNF_TS_111_MN","CHCKNF"
"664","Helicobacter pylori",NA,"CHCKNF_TS_111_MN","CHCKNF"
"665","EIEC",NA,"CHCKNF_TS_111_MN","CHCKNF"
"666","Enterovirus",NA,"GOATSF_TS_111_MN","GOATSF"
"667","EAEC",NA,"GOATSF_TS_111_MN","GOATSF"
"668","Ancyclostoma duodenale",NA,"GOATSF_TS_111_MN","GOATSF"
"669","Aeromonas",NA,"GOATSF_TS_111_MN","GOATSF"
"670","EPEC",NA,"GOATSF_TS_111_MN","GOATSF"
"671","Bacteroides fragilis",NA,"GOATSF_TS_111_MN","GOATSF"
"672","Campylobacter coli/jejuni",18843.3493149987,"GOATSF_TS_111_MN","GOATSF"
"673","Astrovirus",NA,"GOATSF_TS_111_MN","GOATSF"
"674","Cyclospora cayetanesis",NA,"GOATSF_TS_111_MN","GOATSF"
"675","C hominis",NA,"GOATSF_TS_111_MN","GOATSF"
"676","Cryptosporidium spp.",NA,"GOATSF_TS_111_MN","GOATSF"
"677","C parvum",NA,"GOATSF_TS_111_MN","GOATSF"
"678","Stongyloides stercoralis",NA,"GOATSF_TS_111_MN","GOATSF"
"679","E. histolytica",NA,"GOATSF_TS_111_MN","GOATSF"
"680","ETEC-ST",109.747022188649,"GOATSF_TS_111_MN","GOATSF"
"681","Adenovirus 40/41",NA,"GOATSF_TS_111_MN","GOATSF"
"682","Giardia duodenalis",NA,"GOATSF_TS_111_MN","GOATSF"
"683","E. coli/ Shigella",NA,"GOATSF_TS_111_MN","GOATSF"
"684","Ascaris",NA,"GOATSF_TS_111_MN","GOATSF"
"685","ETEC-LT",NA,"GOATSF_TS_111_MN","GOATSF"
"686","Necator americanus",NA,"GOATSF_TS_111_MN","GOATSF"
"687","Norovirus GI",NA,"GOATSF_TS_111_MN","GOATSF"
"688","Norovirus GII",NA,"GOATSF_TS_111_MN","GOATSF"
"689","Rotavirus A",NA,"GOATSF_TS_111_MN","GOATSF"
"690","Shigella flexneri 6",NA,"GOATSF_TS_111_MN","GOATSF"
"691","EHEC 0157H7",NA,"GOATSF_TS_111_MN","GOATSF"
"692","STEC",NA,"GOATSF_TS_111_MN","GOATSF"
"693","Salmonella typhi",NA,"GOATSF_TS_111_MN","GOATSF"
"694","Clostridium difficile",NA,"GOATSF_TS_111_MN","GOATSF"
"695","Vibrio cholerae",NA,"GOATSF_TS_111_MN","GOATSF"
"696","Trichuris",NA,"GOATSF_TS_111_MN","GOATSF"
"697","Salmonella enterica",NA,"GOATSF_TS_111_MN","GOATSF"
"698","Total E. coli",3782490.46184236,"GOATSF_TS_111_MN","GOATSF"
"699","Helicobacter pylori",NA,"GOATSF_TS_111_MN","GOATSF"
"700","EIEC",NA,"GOATSF_TS_111_MN","GOATSF"
"701","Enterovirus",NA,"CHCKNF_TS_145_R1","CHCKNF"
"702","EAEC",2519.74616749306,"CHCKNF_TS_145_R1","CHCKNF"
"703","Ancyclostoma duodenale",NA,"CHCKNF_TS_145_R1","CHCKNF"
"704","Aeromonas",NA,"CHCKNF_TS_145_R1","CHCKNF"
"705","EPEC",1258.08062566709,"CHCKNF_TS_145_R1","CHCKNF"
"706","Bacteroides fragilis",NA,"CHCKNF_TS_145_R1","CHCKNF"
"707","Campylobacter coli/jejuni",NA,"CHCKNF_TS_145_R1","CHCKNF"
"708","Astrovirus",NA,"CHCKNF_TS_145_R1","CHCKNF"
"709","Cyclospora cayetanesis",NA,"CHCKNF_TS_145_R1","CHCKNF"
"710","C hominis",NA,"CHCKNF_TS_145_R1","CHCKNF"
"711","Cryptosporidium spp.",NA,"CHCKNF_TS_145_R1","CHCKNF"
"712","C parvum",NA,"CHCKNF_TS_145_R1","CHCKNF"
"713","Stongyloides stercoralis",NA,"CHCKNF_TS_145_R1","CHCKNF"
"714","E. histolytica",NA,"CHCKNF_TS_145_R1","CHCKNF"
"715","ETEC-ST",121.503570400869,"CHCKNF_TS_145_R1","CHCKNF"
"716","Adenovirus 40/41",1229.43838769,"CHCKNF_TS_145_R1","CHCKNF"
"717","Giardia duodenalis",NA,"CHCKNF_TS_145_R1","CHCKNF"
"718","E. coli/ Shigella",2519.74616749306,"CHCKNF_TS_145_R1","CHCKNF"
"719","Ascaris",NA,"CHCKNF_TS_145_R1","CHCKNF"
"720","ETEC-LT",NA,"CHCKNF_TS_145_R1","CHCKNF"
"721","Necator americanus",NA,"CHCKNF_TS_145_R1","CHCKNF"
"722","Norovirus GI",NA,"CHCKNF_TS_145_R1","CHCKNF"
"723","Norovirus GII",143.428935631624,"CHCKNF_TS_145_R1","CHCKNF"
"724","Rotavirus A",NA,"CHCKNF_TS_145_R1","CHCKNF"
"725","Shigella flexneri 6",NA,"CHCKNF_TS_145_R1","CHCKNF"
