"","pathogens","PosNeg","Sample","Cardno","type"
"319","Necator americanus","Negative","CSTOOL_TS_111_MN","card_20221107","CSTOOL"
"320","Norovirus GI","Negative","CSTOOL_TS_111_MN","card_20221107","CSTOOL"
"321","Norovirus GII","Negative","CSTOOL_TS_111_MN","card_20221107","CSTOOL"
"322","Rotavirus A","Negative","CSTOOL_TS_111_MN","card_20221107","CSTOOL"
"323","Shigella flexneri 6","Negative","CSTOOL_TS_111_MN","card_20221107","CSTOOL"
"324","Crassphage","Negative","CSTOOL_TS_111_MN","card_20221107","CSTOOL"
"325","EHEC 0157H7","Negative","CSTOOL_TS_111_MN","card_20221107","CSTOOL"
"326","STEC","Positive","CSTOOL_TS_111_MN","card_20221107","CSTOOL"
"327","Salmonella typhi","Negative","CSTOOL_TS_111_MN","card_20221107","CSTOOL"
"328","Clostridium difficile","Negative","CSTOOL_TS_111_MN","card_20221107","CSTOOL"
"329","Vibrio cholerae","Negative","CSTOOL_TS_111_MN","card_20221107","CSTOOL"
"330","Trichuris","Negative","CSTOOL_TS_111_MN","card_20221107","CSTOOL"
"331","Salmonella enterica","Negative","CSTOOL_TS_111_MN","card_20221107","CSTOOL"
"332","Helicobacter pylori","Negative","CSTOOL_TS_111_MN","card_20221107","CSTOOL"
"333","EIEC","Negative","CSTOOL_TS_111_MN","card_20221107","CSTOOL"
"334","Total 18S","Positive","CSTOOL_SN_043_R2","card_20221107","CSTOOL"
"335","Enterovirus","Negative","CSTOOL_SN_043_R2","card_20221107","CSTOOL"
"336","EAEC","Negative","CSTOOL_SN_043_R2","card_20221107","CSTOOL"
"337","Ancyclostoma duodenale","Negative","CSTOOL_SN_043_R2","card_20221107","CSTOOL"
"338","Aeromonas","Negative","CSTOOL_SN_043_R2","card_20221107","CSTOOL"
"339","Bacterial 16S","Positive","CSTOOL_SN_043_R2","card_20221107","CSTOOL"
"340","EPEC","Negative","CSTOOL_SN_043_R2","card_20221107","CSTOOL"
"341","Bacteroides fragilis","Negative","CSTOOL_SN_043_R2","card_20221107","CSTOOL"
"342","Campylobacter coli/jejuni","Negative","CSTOOL_SN_043_R2","card_20221107","CSTOOL"
"343","Astrovirus","Negative","CSTOOL_SN_043_R2","card_20221107","CSTOOL"
"344","Cyclospora cayetanesis","Negative","CSTOOL_SN_043_R2","card_20221107","CSTOOL"
"345","C hominis","Negative","CSTOOL_SN_043_R2","card_20221107","CSTOOL"
"346","Cryptosporidium spp.","Negative","CSTOOL_SN_043_R2","card_20221107","CSTOOL"
"347","C parvum","Negative","CSTOOL_SN_043_R2","card_20221107","CSTOOL"
"348","Stongyloides stercoralis","Negative","CSTOOL_SN_043_R2","card_20221107","CSTOOL"
"349","E. histolytica","Negative","CSTOOL_SN_043_R2","card_20221107","CSTOOL"
"350","ETEC-ST","Negative","CSTOOL_SN_043_R2","card_20221107","CSTOOL"
"351","Adenovirus 40/41","Negative","CSTOOL_SN_043_R2","card_20221107","CSTOOL"
"352","Giardia duodenalis","Negative","CSTOOL_SN_043_R2","card_20221107","CSTOOL"
"353","E. coli/ Shigella","Negative","CSTOOL_SN_043_R2","card_20221107","CSTOOL"
"354","Ascaris","Negative","CSTOOL_SN_043_R2","card_20221107","CSTOOL"
"355","ETEC-LT","Negative","CSTOOL_SN_043_R2","card_20221107","CSTOOL"
"356","Necator americanus","Negative","CSTOOL_SN_043_R2","card_20221107","CSTOOL"
"357","Norovirus GI","Negative","CSTOOL_SN_043_R2","card_20221107","CSTOOL"
"358","Norovirus GII","Negative","CSTOOL_SN_043_R2","card_20221107","CSTOOL"
"359","Rotavirus A","Negative","CSTOOL_SN_043_R2","card_20221107","CSTOOL"
"360","Shigella flexneri 6","Negative","CSTOOL_SN_043_R2","card_20221107","CSTOOL"
"361","Crassphage","Negative","CSTOOL_SN_043_R2","card_20221107","CSTOOL"
"362","EHEC 0157H7","Negative","CSTOOL_SN_043_R2","card_20221107","CSTOOL"
"363","STEC","Negative","CSTOOL_SN_043_R2","card_20221107","CSTOOL"
"364","Salmonella typhi","Negative","CSTOOL_SN_043_R2","card_20221107","CSTOOL"
"365","Clostridium difficile","Negative","CSTOOL_SN_043_R2","card_20221107","CSTOOL"
"366","Vibrio cholerae","Negative","CSTOOL_SN_043_R2","card_20221107","CSTOOL"
"367","Trichuris","Negative","CSTOOL_SN_043_R2","card_20221107","CSTOOL"
"368","Salmonella enterica","Negative","CSTOOL_SN_043_R2","card_20221107","CSTOOL"
"369","Helicobacter pylori","Negative","CSTOOL_SN_043_R2","card_20221107","CSTOOL"
"370","EIEC","Negative","CSTOOL_SN_043_R2","card_20221107","CSTOOL"
"371","Total 18S","Positive","CSTOOL_SN_062_R2","card_20221107","CSTOOL"
"372","Enterovirus","Positive","CSTOOL_SN_062_R2","card_20221107","CSTOOL"
"373","EAEC","Positive","CSTOOL_SN_062_R2","card_20221107","CSTOOL"
"374","Ancyclostoma duodenale","Negative","CSTOOL_SN_062_R2","card_20221107","CSTOOL"
"375","Aeromonas","Negative","CSTOOL_SN_062_R2","card_20221107","CSTOOL"
"376","Bacterial 16S","Positive","CSTOOL_SN_062_R2","card_20221107","CSTOOL"
"377","EPEC","Negative","CSTOOL_SN_062_R2","card_20221107","CSTOOL"
"378","Bacteroides fragilis","Negative","CSTOOL_SN_062_R2","card_20221107","CSTOOL"
"379","Campylobacter coli/jejuni","Negative","CSTOOL_SN_062_R2","card_20221107","CSTOOL"
"380","Astrovirus","Negative","CSTOOL_SN_062_R2","card_20221107","CSTOOL"
"381","Cyclospora cayetanesis","Negative","CSTOOL_SN_062_R2","card_20221107","CSTOOL"
"382","C hominis","Negative","CSTOOL_SN_062_R2","card_20221107","CSTOOL"
"383","Cryptosporidium spp.","Negative","CSTOOL_SN_062_R2","card_20221107","CSTOOL"
"384","C parvum","Negative","CSTOOL_SN_062_R2","card_20221107","CSTOOL"
"385","Stongyloides stercoralis","Negative","CSTOOL_SN_062_R2","card_20221107","CSTOOL"
"386","E. histolytica","Negative","CSTOOL_SN_062_R2","card_20221107","CSTOOL"
"387","ETEC-ST","Negative","CSTOOL_SN_062_R2","card_20221107","CSTOOL"
"388","Adenovirus 40/41","Negative","CSTOOL_SN_062_R2","card_20221107","CSTOOL"
"389","Giardia duodenalis","Negative","CSTOOL_SN_062_R2","card_20221107","CSTOOL"
"390","E. coli/ Shigella","Negative","CSTOOL_SN_062_R2","card_20221107","CSTOOL"
"391","Ascaris","Negative","CSTOOL_SN_062_R2","card_20221107","CSTOOL"
"392","ETEC-LT","Negative","CSTOOL_SN_062_R2","card_20221107","CSTOOL"
"393","Necator americanus","Negative","CSTOOL_SN_062_R2","card_20221107","CSTOOL"
"394","Norovirus GI","Negative","CSTOOL_SN_062_R2","card_20221107","CSTOOL"
"395","Norovirus GII","Negative","CSTOOL_SN_062_R2","card_20221107","CSTOOL"
"396","Rotavirus A","Negative","CSTOOL_SN_062_R2","card_20221107","CSTOOL"
"397","Shigella flexneri 6","Negative","CSTOOL_SN_062_R2","card_20221107","CSTOOL"
"398","Crassphage","Negative","CSTOOL_SN_062_R2","card_20221107","CSTOOL"
"399","EHEC 0157H7","Negative","CSTOOL_SN_062_R2","card_20221107","CSTOOL"
"400","STEC","Negative","CSTOOL_SN_062_R2","card_20221107","CSTOOL"
"401","Salmonella typhi","Negative","CSTOOL_SN_062_R2","card_20221107","CSTOOL"
"402","Clostridium difficile","Negative","CSTOOL_SN_062_R2","card_20221107","CSTOOL"
"403","Vibrio cholerae","Negative","CSTOOL_SN_062_R2","card_20221107","CSTOOL"
"404","Trichuris","Negative","CSTOOL_SN_062_R2","card_20221107","CSTOOL"
"405","Salmonella enterica","Negative","CSTOOL_SN_062_R2","card_20221107","CSTOOL"
"406","Helicobacter pylori","Negative","CSTOOL_SN_062_R2","card_20221107","CSTOOL"
"407","EIEC","Negative","CSTOOL_SN_062_R2","card_20221107","CSTOOL"
"408","Total 18S","Positive","CSTOOL_SN_052_R2","card_20221107","CSTOOL"
"409","Enterovirus","Negative","CSTOOL_SN_052_R2","card_20221107","CSTOOL"
"410","EAEC","Negative","CSTOOL_SN_052_R2","card_20221107","CSTOOL"
"411","Ancyclostoma duodenale","Negative","CSTOOL_SN_052_R2","card_20221107","CSTOOL"
"412","Aeromonas","Negative","CSTOOL_SN_052_R2","card_20221107","CSTOOL"
"413","Bacterial 16S","Positive","CSTOOL_SN_052_R2","card_20221107","CSTOOL"
"414","EPEC","Positive","CSTOOL_SN_052_R2","card_20221107","CSTOOL"
"415","Bacteroides fragilis","Negative","CSTOOL_SN_052_R2","card_20221107","CSTOOL"
"416","Campylobacter coli/jejuni","Negative","CSTOOL_SN_052_R2","card_20221107","CSTOOL"
"417","Astrovirus","Negative","CSTOOL_SN_052_R2","card_20221107","CSTOOL"
"418","Cyclospora cayetanesis","Negative","CSTOOL_SN_052_R2","card_20221107","CSTOOL"
"419","C hominis","Negative","CSTOOL_SN_052_R2","card_20221107","CSTOOL"
"420","Cryptosporidium spp.","Negative","CSTOOL_SN_052_R2","card_20221107","CSTOOL"
"421","C parvum","Negative","CSTOOL_SN_052_R2","card_20221107","CSTOOL"
"422","Stongyloides stercoralis","Negative","CSTOOL_SN_052_R2","card_20221107","CSTOOL"
"423","E. histolytica","Negative","CSTOOL_SN_052_R2","card_20221107","CSTOOL"
"424","ETEC-ST","Negative","CSTOOL_SN_052_R2","card_20221107","CSTOOL"
"425","Adenovirus 40/41","Negative","CSTOOL_SN_052_R2","card_20221107","CSTOOL"
"426","Giardia duodenalis","Negative","CSTOOL_SN_052_R2","card_20221107","CSTOOL"
"427","E. coli/ Shigella","Negative","CSTOOL_SN_052_R2","card_20221107","CSTOOL"
"428","Ascaris","Negative","CSTOOL_SN_052_R2","card_20221107","CSTOOL"
"429","ETEC-LT","Negative","CSTOOL_SN_052_R2","card_20221107","CSTOOL"
"430","Necator americanus","Negative","CSTOOL_SN_052_R2","card_20221107","CSTOOL"
"431","Norovirus GI","Negative","CSTOOL_SN_052_R2","card_20221107","CSTOOL"
"432","Norovirus GII","Negative","CSTOOL_SN_052_R2","card_20221107","CSTOOL"
"433","Rotavirus A","Negative","CSTOOL_SN_052_R2","card_20221107","CSTOOL"
"434","Shigella flexneri 6","Negative","CSTOOL_SN_052_R2","card_20221107","CSTOOL"
"435","Crassphage","Negative","CSTOOL_SN_052_R2","card_20221107","CSTOOL"
"436","EHEC 0157H7","Negative","CSTOOL_SN_052_R2","card_20221107","CSTOOL"
"437","STEC","Negative","CSTOOL_SN_052_R2","card_20221107","CSTOOL"
"438","Salmonella typhi","Negative","CSTOOL_SN_052_R2","card_20221107","CSTOOL"
"439","Clostridium difficile","Negative","CSTOOL_SN_052_R2","card_20221107","CSTOOL"
"440","Vibrio cholerae","Negative","CSTOOL_SN_052_R2","card_20221107","CSTOOL"
"441","Trichuris","Negative","CSTOOL_SN_052_R2","card_20221107","CSTOOL"
"442","Salmonella enterica","Negative","CSTOOL_SN_052_R2","card_20221107","CSTOOL"
"443","Helicobacter pylori","Negative","CSTOOL_SN_052_R2","card_20221107","CSTOOL"
"444","EIEC","Negative","CSTOOL_SN_052_R2","card_20221107","CSTOOL"
"445","Total 18S","Positive","CSTOOL_TS_135_R2","card_20221116","CSTOOL"
"446","Enterovirus","Negative","CSTOOL_TS_135_R2","card_20221116","CSTOOL"
"447","EAEC","Negative","CSTOOL_TS_135_R2","card_20221116","CSTOOL"
"448","Ancyclostoma duodenale","Negative","CSTOOL_TS_135_R2","card_20221116","CSTOOL"
"449","Aeromonas","Negative","CSTOOL_TS_135_R2","card_20221116","CSTOOL"
"450","Bacterial 16S","Positive","CSTOOL_TS_135_R2","card_20221116","CSTOOL"
"451","EPEC","Negative","CSTOOL_TS_135_R2","card_20221116","CSTOOL"
"452","Bacteroides fragilis","Negative","CSTOOL_TS_135_R2","card_20221116","CSTOOL"
"453","Campylobacter coli/jejuni","Negative","CSTOOL_TS_135_R2","card_20221116","CSTOOL"
"454","Astrovirus","Negative","CSTOOL_TS_135_R2","card_20221116","CSTOOL"
"455","Cyclospora cayetanesis","Negative","CSTOOL_TS_135_R2","card_20221116","CSTOOL"
"456","C hominis","Negative","CSTOOL_TS_135_R2","card_20221116","CSTOOL"
"457","Cryptosporidium spp.","Negative","CSTOOL_TS_135_R2","card_20221116","CSTOOL"
"458","C parvum","Negative","CSTOOL_TS_135_R2","card_20221116","CSTOOL"
"459","Stongyloides stercoralis","Negative","CSTOOL_TS_135_R2","card_20221116","CSTOOL"
"460","E. histolytica","Negative","CSTOOL_TS_135_R2","card_20221116","CSTOOL"
"461","ETEC-ST","Negative","CSTOOL_TS_135_R2","card_20221116","CSTOOL"
"462","Adenovirus 40/41","Negative","CSTOOL_TS_135_R2","card_20221116","CSTOOL"
"463","Giardia duodenalis","Negative","CSTOOL_TS_135_R2","card_20221116","CSTOOL"
"464","E. coli/ Shigella","Negative","CSTOOL_TS_135_R2","card_20221116","CSTOOL"
"465","Ascaris","Negative","CSTOOL_TS_135_R2","card_20221116","CSTOOL"
"466","ETEC-LT","Negative","CSTOOL_TS_135_R2","card_20221116","CSTOOL"
"467","Necator americanus","Negative","CSTOOL_TS_135_R2","card_20221116","CSTOOL"
"468","Norovirus GI","Negative","CSTOOL_TS_135_R2","card_20221116","CSTOOL"
"469","Norovirus GII","Negative","CSTOOL_TS_135_R2","card_20221116","CSTOOL"
"470","Rotavirus A","Negative","CSTOOL_TS_135_R2","card_20221116","CSTOOL"
"471","Shigella flexneri 6","Negative","CSTOOL_TS_135_R2","card_20221116","CSTOOL"
"472","Crassphage","Negative","CSTOOL_TS_135_R2","card_20221116","CSTOOL"
"473","EHEC 0157H7","Negative","CSTOOL_TS_135_R2","card_20221116","CSTOOL"
"474","STEC","Negative","CSTOOL_TS_135_R2","card_20221116","CSTOOL"
"475","Salmonella typhi","Negative","CSTOOL_TS_135_R2","card_20221116","CSTOOL"
"476","Clostridium difficile","Negative","CSTOOL_TS_135_R2","card_20221116","CSTOOL"
"477","Vibrio cholerae","Negative","CSTOOL_TS_135_R2","card_20221116","CSTOOL"
"478","Trichuris","Negative","CSTOOL_TS_135_R2","card_20221116","CSTOOL"
"479","Salmonella enterica","Negative","CSTOOL_TS_135_R2","card_20221116","CSTOOL"
"480","Helicobacter pylori","Negative","CSTOOL_TS_135_R2","card_20221116","CSTOOL"
"481","EIEC","Negative","CSTOOL_TS_135_R2","card_20221116","CSTOOL"
"482","Total 18S","Positive","CSTOOL_TS_142_R1","card_20221116","CSTOOL"
"483","Enterovirus","Positive","CSTOOL_TS_142_R1","card_20221116","CSTOOL"
"484","EAEC","Positive","CSTOOL_TS_142_R1","card_20221116","CSTOOL"
"485","Ancyclostoma duodenale","Negative","CSTOOL_TS_142_R1","card_20221116","CSTOOL"
"486","Aeromonas","Negative","CSTOOL_TS_142_R1","card_20221116","CSTOOL"
"487","Bacterial 16S","Positive","CSTOOL_TS_142_R1","card_20221116","CSTOOL"
"488","EPEC","Negative","CSTOOL_TS_142_R1","card_20221116","CSTOOL"
"489","Bacteroides fragilis","Negative","CSTOOL_TS_142_R1","card_20221116","CSTOOL"
"490","Campylobacter coli/jejuni","Negative","CSTOOL_TS_142_R1","card_20221116","CSTOOL"
"491","Astrovirus","Negative","CSTOOL_TS_142_R1","card_20221116","CSTOOL"
"492","Cyclospora cayetanesis","Negative","CSTOOL_TS_142_R1","card_20221116","CSTOOL"
"493","C hominis","Negative","CSTOOL_TS_142_R1","card_20221116","CSTOOL"
"494","Cryptosporidium spp.","Negative","CSTOOL_TS_142_R1","card_20221116","CSTOOL"
"495","C parvum","Negative","CSTOOL_TS_142_R1","card_20221116","CSTOOL"
"496","Stongyloides stercoralis","Negative","CSTOOL_TS_142_R1","card_20221116","CSTOOL"
"497","E. histolytica","Negative","CSTOOL_TS_142_R1","card_20221116","CSTOOL"
"498","ETEC-ST","Negative","CSTOOL_TS_142_R1","card_20221116","CSTOOL"
"499","Adenovirus 40/41","Positive","CSTOOL_TS_142_R1","card_20221116","CSTOOL"
"500","Giardia duodenalis","Positive","CSTOOL_TS_142_R1","card_20221116","CSTOOL"
"501","E. coli/ Shigella","Negative","CSTOOL_TS_142_R1","card_20221116","CSTOOL"
"502","Ascaris","Negative","CSTOOL_TS_142_R1","card_20221116","CSTOOL"
"503","ETEC-LT","Positive","CSTOOL_TS_142_R1","card_20221116","CSTOOL"
"504","Necator americanus","Negative","CSTOOL_TS_142_R1","card_20221116","CSTOOL"
"505","Norovirus GI","Negative","CSTOOL_TS_142_R1","card_20221116","CSTOOL"
"506","Norovirus GII","Negative","CSTOOL_TS_142_R1","card_20221116","CSTOOL"
"507","Rotavirus A","Negative","CSTOOL_TS_142_R1","card_20221116","CSTOOL"
"508","Shigella flexneri 6","Negative","CSTOOL_TS_142_R1","card_20221116","CSTOOL"
"509","Crassphage","Negative","CSTOOL_TS_142_R1","card_20221116","CSTOOL"
"510","EHEC 0157H7","Negative","CSTOOL_TS_142_R1","card_20221116","CSTOOL"
"511","STEC","Negative","CSTOOL_TS_142_R1","card_20221116","CSTOOL"
"512","Salmonella typhi","Negative","CSTOOL_TS_142_R1","card_20221116","CSTOOL"
"513","Clostridium difficile","Negative","CSTOOL_TS_142_R1","card_20221116","CSTOOL"
"514","Vibrio cholerae","Negative","CSTOOL_TS_142_R1","card_20221116","CSTOOL"
"515","Trichuris","Negative","CSTOOL_TS_142_R1","card_20221116","CSTOOL"
"516","Salmonella enterica","Negative","CSTOOL_TS_142_R1","card_20221116","CSTOOL"
"517","Helicobacter pylori","Negative","CSTOOL_TS_142_R1","card_20221116","CSTOOL"
"518","EIEC","Negative","CSTOOL_TS_142_R1","card_20221116","CSTOOL"
"519","Total 18S","Positive","CSTOOL_TS_150_R2","card_20221116","CSTOOL"
"520","Enterovirus","Positive","CSTOOL_TS_150_R2","card_20221116","CSTOOL"
"521","EAEC","Negative","CSTOOL_TS_150_R2","card_20221116","CSTOOL"
"522","Ancyclostoma duodenale","Negative","CSTOOL_TS_150_R2","card_20221116","CSTOOL"
"523","Aeromonas","Negative","CSTOOL_TS_150_R2","card_20221116","CSTOOL"
"524","Bacterial 16S","Positive","CSTOOL_TS_150_R2","card_20221116","CSTOOL"
"525","EPEC","Negative","CSTOOL_TS_150_R2","card_20221116","CSTOOL"
"526","Bacteroides fragilis","Negative","CSTOOL_TS_150_R2","card_20221116","CSTOOL"
"527","Campylobacter coli/jejuni","Negative","CSTOOL_TS_150_R2","card_20221116","CSTOOL"
"528","Astrovirus","Negative","CSTOOL_TS_150_R2","card_20221116","CSTOOL"
"529","Cyclospora cayetanesis","Negative","CSTOOL_TS_150_R2","card_20221116","CSTOOL"
"530","C hominis","Negative","CSTOOL_TS_150_R2","card_20221116","CSTOOL"
"531","Cryptosporidium spp.","Negative","CSTOOL_TS_150_R2","card_20221116","CSTOOL"
"532","C parvum","Negative","CSTOOL_TS_150_R2","card_20221116","CSTOOL"
"533","Stongyloides stercoralis","Negative","CSTOOL_TS_150_R2","card_20221116","CSTOOL"
"534","E. histolytica","Negative","CSTOOL_TS_150_R2","card_20221116","CSTOOL"
"535","ETEC-ST","Negative","CSTOOL_TS_150_R2","card_20221116","CSTOOL"
"536","Adenovirus 40/41","Negative","CSTOOL_TS_150_R2","card_20221116","CSTOOL"
"537","Giardia duodenalis","Negative","CSTOOL_TS_150_R2","card_20221116","CSTOOL"
"538","E. coli/ Shigella","Negative","CSTOOL_TS_150_R2","card_20221116","CSTOOL"
"539","Ascaris","Negative","CSTOOL_TS_150_R2","card_20221116","CSTOOL"
"540","ETEC-LT","Negative","CSTOOL_TS_150_R2","card_20221116","CSTOOL"
"541","Necator americanus","Negative","CSTOOL_TS_150_R2","card_20221116","CSTOOL"
"542","Norovirus GI","Negative","CSTOOL_TS_150_R2","card_20221116","CSTOOL"
"543","Norovirus GII","Negative","CSTOOL_TS_150_R2","card_20221116","CSTOOL"
"544","Rotavirus A","Negative","CSTOOL_TS_150_R2","card_20221116","CSTOOL"
"545","Shigella flexneri 6","Negative","CSTOOL_TS_150_R2","card_20221116","CSTOOL"
"546","Crassphage","Negative","CSTOOL_TS_150_R2","card_20221116","CSTOOL"
"547","EHEC 0157H7","Negative","CSTOOL_TS_150_R2","card_20221116","CSTOOL"
"548","STEC","Negative","CSTOOL_TS_150_R2","card_20221116","CSTOOL"
"549","Salmonella typhi","Negative","CSTOOL_TS_150_R2","card_20221116","CSTOOL"
"550","Clostridium difficile","Negative","CSTOOL_TS_150_R2","card_20221116","CSTOOL"
"551","Vibrio cholerae","Negative","CSTOOL_TS_150_R2","card_20221116","CSTOOL"
"552","Trichuris","Negative","CSTOOL_TS_150_R2","card_20221116","CSTOOL"
"553","Salmonella enterica","Negative","CSTOOL_TS_150_R2","card_20221116","CSTOOL"
"554","Helicobacter pylori","Negative","CSTOOL_TS_150_R2","card_20221116","CSTOOL"
"555","EIEC","Negative","CSTOOL_TS_150_R2","card_20221116","CSTOOL"
"556","Total 18S","Positive","CSTOOL_SN_034_R1","card_20221116","CSTOOL"
"557","Enterovirus","Negative","CSTOOL_SN_034_R1","card_20221116","CSTOOL"
"558","EAEC","Negative","CSTOOL_SN_034_R1","card_20221116","CSTOOL"
"559","Ancyclostoma duodenale","Negative","CSTOOL_SN_034_R1","card_20221116","CSTOOL"
"560","Aeromonas","Negative","CSTOOL_SN_034_R1","card_20221116","CSTOOL"
"561","Bacterial 16S","Positive","CSTOOL_SN_034_R1","card_20221116","CSTOOL"
"562","EPEC","Negative","CSTOOL_SN_034_R1","card_20221116","CSTOOL"
"563","Bacteroides fragilis","Negative","CSTOOL_SN_034_R1","card_20221116","CSTOOL"
"564","Campylobacter coli/jejuni","Negative","CSTOOL_SN_034_R1","card_20221116","CSTOOL"
"565","Astrovirus","Negative","CSTOOL_SN_034_R1","card_20221116","CSTOOL"
"566","Cyclospora cayetanesis","Negative","CSTOOL_SN_034_R1","card_20221116","CSTOOL"
"567","C hominis","Negative","CSTOOL_SN_034_R1","card_20221116","CSTOOL"
"568","Cryptosporidium spp.","Negative","CSTOOL_SN_034_R1","card_20221116","CSTOOL"
"569","C parvum","Negative","CSTOOL_SN_034_R1","card_20221116","CSTOOL"
"570","Stongyloides stercoralis","Negative","CSTOOL_SN_034_R1","card_20221116","CSTOOL"
"571","E. histolytica","Negative","CSTOOL_SN_034_R1","card_20221116","CSTOOL"
"572","ETEC-ST","Negative","CSTOOL_SN_034_R1","card_20221116","CSTOOL"
"573","Adenovirus 40/41","Negative","CSTOOL_SN_034_R1","card_20221116","CSTOOL"
"574","Giardia duodenalis","Negative","CSTOOL_SN_034_R1","card_20221116","CSTOOL"
"575","E. coli/ Shigella","Negative","CSTOOL_SN_034_R1","card_20221116","CSTOOL"
"576","Ascaris","Negative","CSTOOL_SN_034_R1","card_20221116","CSTOOL"
"577","ETEC-LT","Negative","CSTOOL_SN_034_R1","card_20221116","CSTOOL"
"578","Necator americanus","Negative","CSTOOL_SN_034_R1","card_20221116","CSTOOL"
"579","Norovirus GI","Negative","CSTOOL_SN_034_R1","card_20221116","CSTOOL"
"580","Norovirus GII","Negative","CSTOOL_SN_034_R1","card_20221116","CSTOOL"
"581","Rotavirus A","Negative","CSTOOL_SN_034_R1","card_20221116","CSTOOL"
"582","Shigella flexneri 6","Negative","CSTOOL_SN_034_R1","card_20221116","CSTOOL"
